n_document,type_document,date,famille,ligne,reference,designation,quantite,pu_achat,montant_ht,remise,marge
22-05-250,FACTURE,2022-05-30,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,1.0,0.0,380.0,0.0,100.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,375.0,0.0,100.0
22-05-250,FACTURE,2022-05-30,Services,Article,FC,FAUSSE CASE,1.0,0.0,350.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M50,CREUSEMENT 2M50,1.0,0.0,440.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,375.0,0.0,100.0
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Services,Article,EX1,Exhumation 1 corps,1.0,0.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PHF,PORTEUR (HORS FORFAIT),2.0,100.0,200.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,IR,INTERVENTION RELIGIEUSE,1.0,0.0,208.33,0.0,100.0
22-05-250,FACTURE,2022-05-30,Services,Article,EX1,Exhumation 1 corps,1.0,0.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Produits,Article,DRMC2M,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 2M,1.0,0.0,650.0,0.0,100.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,IR,INTERVENTION RELIGIEUSE,1.0,0.0,208.33,0.0,100.0
22-05-250,FACTURE,2022-05-30,Services,Article,EX1,Exhumation 1 corps,1.0,0.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PHF,PORTEUR (HORS FORFAIT),1.0,100.0,100.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PHF,PORTEUR (HORS FORFAIT),1.0,100.0,100.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Services,Article,EX1,Exhumation 1 corps,1.0,0.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Services,Article,EX1,Exhumation 1 corps,1.0,0.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
I-22-05-5, FACTURE provisoire,2022-06-27,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,1.0,0.0,380.0,0.0,100.0
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-04-249,FACTURE,2022-04-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,1.0,0.0,380.0,0.0,100.0
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR (le 25/04),3.0,85.0,255.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR (Le 25/04),1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,1.0,85.0,85.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,1.0,85.0,85.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-04-249,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-04-249,FACTURE,2022-04-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-04-249,FACTURE,2022-04-30,Produits,Article,,EXHUMATION DU DEFUNT,1.0,0.0,195.0,0.0,100.0
22-04-248,FACTURE,2022-04-30,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Produits,Article,MC,MAITRE DE CEREMONIE,1.0,95.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-04-248,FACTURE,2022-04-30,Produits,Article,MC,MAITRE DE CEREMONIE,1.0,95.0,95.0,0.0,0.0
22-04-248,FACTURE,2022-04-30,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-04-247,FACTURE,2022-04-26,Produits,Article,GM,GRAVURE ET MOTIF,69.0,0.0,690.0,0.0,100.0
22-04-247,FACTURE,2022-04-26,Produits,Article,VEI,VEILLEUSE,1.0,0.0,250.0,0.0,100.0
22-04-246,FACTURE,2022-04-12,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-246,FACTURE,2022-04-12,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,185.0,0.0,-16.22
22-04-246,FACTURE,2022-04-12,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-246,FACTURE,2022-04-12,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,185.0,0.0,-16.22
22-04-246,FACTURE,2022-04-12,Services,Article,HM,HOUSSE MORTUAIRE,1.0,0.0,25.0,0.0,0.0
22-04-246,FACTURE,2022-04-12,Services,Article,TRAMEB,TRANSPORT AVANT MISE EN BIERE ET BRANCARDIER,1.0,0.0,150.0,0.0,0.0
22-04-246,FACTURE,2022-04-12,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON 150X250,1.0,0.0,430.0,0.0,100.0
22-04-246,FACTURE,2022-04-12,Services,Article,FC,FAUSSE CASE,1.0,0.0,350.0,0.0,0.0
22-04-246,FACTURE,2022-04-12,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,1.0,0.0,70.0,0.0,100.0
22-04-246,FACTURE,2022-04-12,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-04-246,FACTURE,2022-04-12,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-246,FACTURE,2022-04-12,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,185.0,0.0,-16.22
22-04-246,FACTURE,2022-04-12,Produits,Article,PORT,PORTEUR,1.0,85.0,85.0,0.0,0.0
22-04-246,FACTURE,2022-04-12,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-04-246,FACTURE,2022-04-12,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,185.0,0.0,-16.22
22-04-246,FACTURE,2022-04-12,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,185.0,0.0,-16.22
22-03-245,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-245,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-245,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PHF,PORTEUR (HORS FORFAIT),3.0,90.0,270.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PHF,PORTEUR (HORS FORFAIT),3.0,90.0,270.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Produits,Article,PHF,PORTEUR (HORS FORFAIT),2.0,90.0,180.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Produits,Article,PHF,PORTEUR (HORS FORFAIT),3.0,90.0,270.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PHF,PORTEUR (HORS FORFAIT),3.0,90.0,270.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-03-244,FACTURE,2022-03-29,Produits,Article,MC,MAITRE DE CEREMONIE,1.0,95.0,95.0,0.0,0.0
22-03-244,FACTURE,2022-03-29,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
