N°,Type,Date,Famille,Ligne,Référence,Désignation,Quantité,PU Achat,Montant HT,% Rem,% Marge
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","100,00","100,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","100,00","100,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","375,00","0,00","100,00"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,FC,FAUSSE CASE,"1,00","0,00","350,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,EX1,Exhumation 1 corps,"1,00","0,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"2,00","100,00","200,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","100,00","100,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","100,00","100,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,"1,00","0,00","380,00","0,00","100,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","375,00","0,00","100,00"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,FC,FAUSSE CASE,"1,00","0,00","350,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M50,CREUSEMENT 2M50,"1,00","0,00","440,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","375,00","0,00","100,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,EX1,Exhumation 1 corps,"1,00","0,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"2,00","100,00","200,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,IR,INTERVENTION RELIGIEUSE,"1,00","0,00","208,33","0,00","100,00"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,EX1,Exhumation 1 corps,"1,00","0,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,DRMC2M,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 2M,"1,00","0,00","650,00","0,00","100,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,IR,INTERVENTION RELIGIEUSE,"1,00","0,00","208,33","0,00","100,00"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,EX1,Exhumation 1 corps,"1,00","0,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","100,00","100,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","100,00","100,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,EX1,Exhumation 1 corps,"1,00","0,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,EX1,Exhumation 1 corps,"1,00","0,00","195,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-05-250,FACTURE,30/05/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° I-22-05-5, FACTURE provisoire,27/06/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,"1,00","0,00","380,00","0,00","100,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-04-249,FACTURE,30/04/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,"1,00","0,00","380,00","0,00","100,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR (le 25/04),"3,00","85,00","255,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR (Le 25/04),"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"1,00","85,00","85,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"1,00","85,00","85,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-04-249,FACTURE,30/04/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-04-249,FACTURE,30/04/2022,Produits,Article,,EXHUMATION DU DEFUNT,"1,00","0,00","195,00","0,00","100,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,MC,MAITRE DE CEREMONIE,"1,00","95,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,MC,MAITRE DE CEREMONIE,"1,00","95,00","95,00","0,00","0,00"
N° 22-04-248,FACTURE,30/04/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-04-247,FACTURE,26/04/2022,Produits,Article,GM,GRAVURE ET MOTIF,"69,00","0,00","690,00","0,00","100,00"
N° 22-04-247,FACTURE,26/04/2022,Produits,Article,VEI,VEILLEUSE,"1,00","0,00","250,00","0,00","100,00"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","185,00","0,00","-16,22"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","185,00","0,00","-16,22"
N° 22-04-246,FACTURE,12/04/2022,Services,Article,HM,HOUSSE MORTUAIRE,"1,00","0,00","25,00","0,00","0,00"
N° 22-04-246,FACTURE,12/04/2022,Services,Article,TRAMEB,TRANSPORT AVANT MISE EN BIERE ET BRANCARDIER,"1,00","0,00","150,00","0,00","0,00"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON 150X250,"1,00","0,00","430,00","0,00","100,00"
N° 22-04-246,FACTURE,12/04/2022,Services,Article,FC,FAUSSE CASE,"1,00","0,00","350,00","0,00","0,00"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"1,00","0,00","70,00","0,00","100,00"
N° 22-04-246,FACTURE,12/04/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","185,00","0,00","-16,22"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,PORT,PORTEUR,"1,00","85,00","85,00","0,00","0,00"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","185,00","0,00","-16,22"
N° 22-04-246,FACTURE,12/04/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","185,00","0,00","-16,22"
N° 22-03-245,FACTURE,29/03/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
